Filename,x1,y1,x2,y2,Confidence,Class_ID
135044557_8afc879cab_n.jpg,15.856925964355469,52.33611297607422,240.89230346679688,270.28857421875,0.4993301033973694,14.0
161484798_32f7e59426_n.jpg,76.68186950683594,52.80129623413086,187.55824279785156,199.81089782714844,0.4871743321418762,14.0
207290402_e95c46f8d0_m.jpg,8.238046646118164,42.034732818603516,157.9477081298828,239.17721557617188,0.8111888766288757,14.0
161751396_bc967de8e1_n.jpg,4.792762756347656,39.24029541015625,207.16561889648438,200.19320678710938,0.8187822699546814,14.0
26915221_5518fb4d21_m.jpg,20.554046630859375,20.3671817779541,237.28070068359375,204.17877197265625,0.42962971329689026,14.0
161484798_32f7e59426_m.jpg,53.530460357666016,38.1306037902832,140.95689392089844,149.78404235839844,0.3214266896247864,14.0
207972257_8a296de914_n.jpg,34.677978515625,42.18665313720703,234.34030151367188,229.00405883789062,0.43399855494499207,14.0
153570609_066e99e5f5_n.jpg,43.19710159301758,29.85931396484375,231.00408935546875,216.84747314453125,0.7747384905815125,14.0
10823834_7f6ddb5bce_n.jpg,0.0,53.50411605834961,163.40379333496094,185.1653594970703,0.3990638852119446,14.0
10823834_7f6ddb5bce_n.jpg,38.30192565917969,60.10596466064453,164.9432830810547,182.79559326171875,0.3204345107078552,14.0
142302599_eeae598d28_n.jpg,114.72315979003906,81.77391052246094,249.70144653320312,206.99911499023438,0.6600579619407654,14.0
196678344_d999462b4f_n.jpg,51.487335205078125,8.220184326171875,320.0,239.13262939453125,0.3168093264102936,14.0
206638741_c06892502e_n.jpg,12.315086364746094,35.55189514160156,160.6900634765625,150.372314453125,0.8832323551177979,14.0
206638741_c06892502e_n.jpg,16.585845947265625,1.8193130493164062,319.31268310546875,239.12014770507812,0.414724200963974,14.0
153570655_c5e447c41b_n.jpg,6.233480453491211,41.9423713684082,281.29315185546875,225.2308349609375,0.34862348437309265,14.0
174352101_14fd9be5ea_n.jpg,117.42071533203125,41.06608200073242,261.4412536621094,183.71536254882812,0.3240533471107483,14.0
21571877_3d13655161_m.jpg,93.69804382324219,27.713035583496094,211.76632690429688,201.26234436035156,0.539169192314148,14.0
29111697_9dd7b1404d_n.jpg,20.15393829345703,75.93342590332031,182.49691772460938,234.2154541015625,0.5607427358627319,14.0
167642026_ca4ba85dd0_n.jpg,42.315147399902344,66.31707763671875,180.60372924804688,208.81423950195312,0.8660038113594055,14.0
212308696_3a448e2fde_n.jpg,96.81709289550781,71.85114288330078,280.6545104980469,239.38763427734375,0.5354913473129272,14.0
37608804_5310cf8d87_n.jpg,66.87364196777344,51.835548400878906,170.05551147460938,202.43887329101562,0.48474571108818054,14.0
169700192_e45c1576d7_n.jpg,83.51276397705078,81.61981201171875,195.38662719726562,186.6609649658203,0.30095770955085754,14.0
72949637_e3d78ae5d6_m.jpg,7.639858245849609,30.79936981201172,163.65939331054688,170.91290283203125,0.6878080368041992,14.0
136590915_bd3723fc85_n.jpg,81.01101684570312,88.09185791015625,317.782470703125,234.03851318359375,0.6285629868507385,14.0
52033120_49a69b55c0_n.jpg,50.009681701660156,88.82862854003906,226.1501922607422,238.2615509033203,0.33786314725875854,14.0
22729567_147638d497_n.jpg,160.17333984375,58.235504150390625,291.99774169921875,166.50294494628906,0.5075772404670715,14.0
53209462_ba37d8745d_n.jpg,61.62126159667969,59.960540771484375,252.99310302734375,249.34725952148438,0.319614440202713,14.0
240468320_40c46b4a5d_n.jpg,66.02729797363281,0.0,319.55224609375,239.16041564941406,0.5562784075737,14.0
52034010_52af6aa3e8_n.jpg,56.48443603515625,95.51591491699219,234.30657958984375,237.4033966064453,0.8387582302093506,14.0
20421760_6364e10559_n.jpg,65.9164810180664,50.99262619018555,192.179931640625,153.26878356933594,0.5961837768554688,14.0
60016897_01f5d793d9_n.jpg,71.14956665039062,77.57096099853516,161.48062133789062,167.06761169433594,0.5087802410125732,14.0
174786100_41adb2714e_n.jpg,86.29720306396484,116.06572723388672,146.56716918945312,164.154541015625,0.3951522409915924,14.0
161153461_2e6680cca5_m.jpg,11.659515380859375,18.65785789489746,217.1248779296875,209.44317626953125,0.5172845125198364,14.0
248586134_69b2b01895_n.jpg,80.6272964477539,59.965179443359375,282.0972900390625,233.34677124023438,0.5895941853523254,14.0
246012965_c9ff96533d_m.jpg,0.0,11.851421356201172,174.01254272460938,223.37353515625,0.7336310744285583,14.0
219670727_a9efc1ab97_n.jpg,0.6845016479492188,15.87548828125,277.9238586425781,235.10186767578125,0.6827459335327148,14.0
219670727_a9efc1ab97_n.jpg,94.03425598144531,17.617172241210938,270.6239929199219,200.27992248535156,0.5615159273147583,14.0
10823833_f3cfe581b6_n.jpg,118.56194305419922,28.934738159179688,296.1309509277344,209.1580047607422,0.7205283045768738,14.0
193717520_96e3f2c0c0_m.jpg,0.0,76.17948913574219,152.5183563232422,239.8476104736328,0.41571637988090515,14.0
132446013_8cbea4cf03_n.jpg,24.33551025390625,29.341156005859375,306.18634033203125,241.456787109375,0.46025046706199646,14.0
167938125_4a419ac36f_m.jpg,36.267059326171875,43.80982971191406,196.33822631835938,215.96250915527344,0.33638080954551697,14.0
145175589_a2ced08c88_m.jpg,43.94072341918945,9.618398666381836,204.98240661621094,180.3665771484375,0.4389100670814514,14.0
207972537_16368a0bef_n.jpg,153.98558044433594,63.589378356933594,263.5181579589844,171.0634765625,0.5113282799720764,14.0
207972537_16368a0bef_n.jpg,63.71473693847656,63.429466247558594,265.53240966796875,237.2099151611328,0.36583152413368225,14.0
153570567_d25f2c6c31_n.jpg,43.41927719116211,40.727569580078125,206.21429443359375,191.62911987304688,0.8331658840179443,14.0
24725293_12aa0db9c7_m.jpg,33.869537353515625,68.94849395751953,201.22604370117188,240.0,0.6587727665901184,14.0
184216985_84d7faad45_n.jpg,28.319061279296875,27.04682159423828,303.9613342285156,238.3032684326172,0.6652427911758423,14.0
240195429_5c500eef76_n.jpg,1.7417449951171875,40.742950439453125,223.55325317382812,199.48854064941406,0.8685933351516724,14.0
